caption,mean,precision,votes,not_funny,somewhat_funny,funny
"a-r-y, my dear Watson",1.0512820512820513,0.025136562726294533,78,74,4,0
"No Watson, Breakfast first when I solve the puzzle!",1.0512820512820513,0.025136562726294533,78,74,4,0
"No, there’s nothing afoot, Watson. Wedging this rebus into one square is just much tidier on the app.",1.0512820512820513,0.025136562726294533,78,74,4,0
Trump: Oh I found it! Way to Capitol Hill is right there. COMMON ON GUYS,1.0512820512820513,0.025136562726294533,78,74,4,0
"I see what you mean, Watson. Is that a 6 or an 8 across ?",1.0512820512820513,0.025136562726294533,78,74,4,0
"Egementary dear Watson, wait, that's not right.",1.0510204081632653,0.026637213210524497,98,94,3,1
"If you’re going to cheat, don’t submit the key.",1.0506329113924051,0.02482482723268152,79,75,4,0
Help me Watson. 13 Across . . . a 10-letter word . . . straightforward and uncomplicated.,1.0506329113924051,0.02482482723268152,79,75,4,0
"Based on these two clues, we are dealing with a myopic, puzzle loving madman",1.0506329113924051,0.03067314773471408,79,76,2,1
"Ten letters, starts with an 'E', my dear Watson.",1.0506329113924051,0.02482482723268152,79,75,4,0
"A 10-letter word for early school grades?
It’s r-u-d-i-m-e-n-t-a-l my dear Watson.
No - - that doesn’t fit with 15-down.",1.0506329113924051,0.03067314773471408,79,76,2,1
"Elementary my deerstalker, Watson!",1.0506329113924051,0.02482482723268152,79,75,4,0
"Holmes, adumbrate for me the concept of a lake, five letters in length, encapsulated under the rubric HOMES",1.0506329113924051,0.02482482723268152,79,75,4,0
"I've deduced the answer to 17 across, but now I'm stumped by 2 down.",1.0506329113924051,0.02482482723268152,79,75,4,0
"I say Watson. What's a 14 letter term for pompous, fictional British detective?",1.0506329113924051,0.02482482723268152,79,75,4,0
It's elementary my dear Watson. A four-letter word for elementary is abcs.,1.0506329113924051,0.02482482723268152,79,75,4,0
I see you've stolen this clue...,1.0506329113924051,0.02482482723268152,79,75,4,0
"No no no, Watson!  FRUMP is not spelled with a T.",1.0506329113924051,0.02482482723268152,79,75,4,0
"Well, I've found a lot of clues.  I'll see what I come across and then chase it down.",1.0506329113924051,0.03067314773471408,79,76,2,1
"4 down, the game is afoul! No, that’s not right Watson.",1.0506329113924051,0.02482482723268152,79,75,4,0
"My dear Watson, it’s obvious to the most casual observer with the meanest intelligence !",1.0506329113924051,0.02482482723268152,79,75,4,0
"Watson, you seem to have forgotten your spectacles. A simple deduction, because as you will see, all the clues are right in front of my face.",1.0506329113924051,0.03067314773471408,79,76,2,1
"Can't find a cross word here, Watson.",1.05,0.024520722313684188,80,76,4,0
"Watson, what is a ten letter word and four letter word that produces an enlarged image?",1.05,0.024520722313684188,80,76,4,0
I'm sorry Watson but these clues are just too hard.,1.05,0.024520722313684188,80,76,4,0
Forget the truth. Six across is impossible.,1.05,0.024520722313684188,80,76,4,0
"4-down, I haven't  a clue.",1.05,0.024520722313684188,80,76,4,0
It seems there are TOO MANY clues here.,1.05,0.024520722313684188,80,76,4,0
The best detective is NOT Holmes!,1.05,0.024520722313684188,80,76,4,0
A five letter words that rhymes with HOMES,1.05,0.024520722313684188,80,76,4,0
"Primary school; childishly obvious,"" my dear Watson. Ten letters: starts with ""E""; ends in ""RY.",1.05,0.024520722313684188,80,76,4,0
"Elumtary, my dear Watson?",1.05,0.024520722313684188,80,76,4,0
"6 down, starting with 'E' - primary school. Watson, I have no clue.",1.05,0.03029391884499827,80,77,2,1
"Egad! This one is definitely secondary, my dear Watson.",1.05,0.024520722313684188,80,76,4,0
"Ten letters: “straightforward and uncomplicated”,  my dear Watson.",1.05,0.03029391884499827,80,77,2,1
"I require a stronger prescription, my deae Watson... my eyesight's getting words.",1.05,0.024520722313684188,80,76,4,0
"Watson, old boy! Don't you see these marks? That dastardly Moriarty out-puzzled me!",1.05,0.024520722313684188,80,76,4,0
"I know what you're thinking Watson, but it's not ""Norbury"" yet",1.05,0.024520722313684188,80,76,4,0
"Elementary, Watson.  A-R-Y or E-R-Y",1.0495049504950495,0.0216919824754521,101,96,5,0
"WATSO""
Okay give me one more letter",1.0493827160493827,0.024223971444874794,81,77,4,0
Oh no I’m going blind!,1.0493827160493827,0.024223971444874794,81,77,4,0
"Watson, proceed leaving the room, please.",1.0493827160493827,0.024223971444874794,81,77,4,0
A cross man quizzes a downer.,1.0493827160493827,0.02992394973713783,81,78,2,1
"Help me out Watson:  16 across, ten letters, beginning with e, blank, blank, then: -ment, ending in y”. 
Shawn Evans, Auburn, C",1.0493827160493827,0.024223971444874794,81,77,4,0
"I'm looking for a 10-letter word for simple or fundamental...It's on the tip of my tongue, Watson.",1.0493827160493827,0.024223971444874794,81,77,4,0
"Watson, the mystery for me to solve is.... What is the five letter word for the street where I live?",1.0493827160493827,0.024223971444874794,81,77,4,0
"Why is there a clue evoking ""Watson"" and not one evoking ""Holmes?",1.0493827160493827,0.024223971444874794,81,77,4,0
"It's definitely not ""elementary,""  Dr. Watson!",1.0493827160493827,0.024223971444874794,81,77,4,0
"Ten spaces, K-5 school…",1.0493827160493827,0.024223971444874794,81,77,4,0
The clue is in here somehere! I know it is!,1.0493827160493827,0.024223971444874794,81,77,4,0
"An eight-letter word for a famous detective from Britain…Watson, how many letters are in ‘’Poirot?’",1.0491803278688525,0.036411653003186176,61,59,1,1
What does  e-y-e-s  spell ?,1.048780487804878,0.02393431129086135,82,78,4,0
"Come on, it's a 10 letter word for ABC's Abbott!",1.048780487804878,0.02393431129086135,82,78,4,0
"Ten letter word for basic” oh, come on Watson!",1.048780487804878,0.02393431129086135,82,78,4,0
"Elementary,” my dear Watson, is 42 across",1.048780487804878,0.02393431129086135,82,78,4,0
"Watson..., what's a 10 letter word, starting with E for straigthtforward and uncomplicated.",1.048780487804878,0.02393431129086135,82,78,4,0
"10 Down. Both damnable and obvious a clue as ever, I'd say. What do you say?",1.048780487804878,0.02393431129086135,82,78,4,0
Four across--K through 6. What the hell does that mean?,1.048780487804878,0.02393431129086135,82,78,4,0
"10 letter word, starting with E.",1.048780487804878,0.02393431129086135,82,78,4,0
"Sir, you won't find the joke there either...",1.048780487804878,0.02393431129086135,82,78,4,0
"Mr. Shortz, I presume?!?!  Poirot solved 27 more crimes than Holmes, 42-across is wrong!!",1.048780487804878,0.02393431129086135,82,78,4,0
I can see that you are totally clueless.,1.048780487804878,0.029562905459717365,82,79,2,1
"The answer, Watson, is “elementary” not “high school.”",1.048780487804878,0.02393431129086135,82,78,4,0
"If the answer is me, it’s Sherlock, but for you it’s bloody Dr. Watson.",1.048780487804878,0.02393431129086135,82,78,4,0
Have you been eating again while doing the puzzle?,1.048780487804878,0.02393431129086135,82,78,4,0
"What's a 10 letter word for ""basic?""",1.048780487804878,0.02393431129086135,82,78,4,0
- Four letters “the game is a ____”. Bloody hell Watson! What could it be?,1.048780487804878,0.02393431129086135,82,78,4,0
"Watson, this New York Friday Crossword Puzzle is diabolical.",1.0481927710843373,0.0236514909290143,83,79,4,0
"The only explanation,Watson, is the presence of the dratted rebus.",1.0481927710843373,0.0236514909290143,83,79,4,0
"Not so, Watson.  ""Afoot"" has too many letters.",1.0481927710843373,0.0236514909290143,83,79,4,0
"Even with this immersive clue actor, I won’t get 10 across.",1.0481927710843373,0.02921046701844384,83,80,2,1
"Watson, a body part that is happening?",1.0481927710843373,0.0236514909290143,83,79,4,0
"True, no one can hold a candle to me when it comes to solving crimes—but the Saturday puzzle? Forget it.",1.0481927710843373,0.0236514909290143,83,79,4,0
The clue is that whoever made this crossword is clueless.,1.0481927710843373,0.0236514909290143,83,79,4,0
"20-across. 10 letters. Clue: ""Straightforward and uncomplicated."" Why... it's ""elementary,"" my dear Watson.",1.0481927710843373,0.02921046701844384,83,80,2,1
looking for words,1.0481927710843373,0.0236514909290143,83,79,4,0
"That should be three “e’s”, not four",1.0481927710843373,0.0236514909290143,83,79,4,0
Guessing myself in a crossword ! I say 'Baah!' to that Watson !,1.0481927710843373,0.02921046701844384,83,80,2,1
"Dammit Watson, what's a six-letter word for 'in preparation or progress'?",1.0476190476190477,0.02337527112732457,84,80,4,0
"The game is not afoot, it's a crossword puzzle.",1.0476190476190477,0.02337527112732457,84,80,4,0
"When you've eliminated every incorrect seven letter word, the one that's left must be correct.",1.0476190476190477,0.02337527112732457,84,80,4,0
"My dear Watson, ""primary""? It starts with an ""e"" and ends in a ""y""?  Really?",1.0476190476190477,0.02337527112732457,84,80,4,0
"Watson, come look.  It is some kind of code.  And there are clues.",1.0476190476190477,0.02337527112732457,84,80,4,0
"Seven letter flightless bird? Damn! That's also not ""elementary"" my dear Watson.",1.0476190476190477,0.02337527112732457,84,80,4,0
Elementary does not have two Ls my dear Watson,1.0476190476190477,0.02337527112732457,84,80,4,0
"Not a cross word between them, indeed!",1.0476190476190477,0.02337527112732457,84,80,4,0
I assure you: eight across is not ‘clueless.’,1.0476190476190477,0.02337527112732457,84,80,4,0
Look Watson this was posted by Moriarty; what’s he up to now?,1.0476190476190477,0.02337527112732457,84,80,4,0
I'm stumped Watson. What's a 10-letter word beginning with e that means 'fundamental'?,1.0476190476190477,0.02337527112732457,84,80,4,0
"Watson, the unrepentant Mr. Will Shortz teases me again. We’re off to the library with not a moment to waste!",1.0476190476190477,0.02337527112732457,84,80,4,0
"Watson, you have to read the clues first!",1.0476190476190477,0.02337527112732457,84,80,4,0
What does elementary mean?,1.0470588235294118,0.023105423672046255,85,81,4,0
"3 down, straightforward and uncomplicated... its elementary.",1.0470588235294118,0.023105423672046255,85,81,4,0
"The word is Elementary, my dear Watson",1.0470588235294118,0.02853020588573946,85,82,2,1
"Elementary my dear Watson,the answer to six across is ERN. The sea eagle.",1.0470588235294118,0.023105423672046255,85,81,4,0
Is that a mustache hair on my crossword?,1.0470588235294118,0.023105423672046255,85,81,4,0
Guido’s note?,1.0470588235294118,0.023105423672046255,85,81,4,0
And this is still Black & White  amazing...,1.0470588235294118,0.02853020588573946,85,82,2,1
Ten letters……fundamental school of thought…’elementary’ my dear Watson.,1.0470588235294118,0.023105423672046255,85,81,4,0
"Watson, our case is clearly comprimised ...
THIS crosses the line!",1.0470588235294118,0.02853020588573946,85,82,2,1
"This clue could break the case Watson if we can just figure out what the Yanks mean by 'Five letter word describing Bozo', starting with 'cl' and ending with 'wn'.",1.0470588235294118,0.023105423672046255,85,81,4,0
Watson! I need a 8 letter word for Crossword.,1.0470588235294118,0.023105423672046255,85,81,4,0
"What's a four-letter antonym for 'elementary,' dear Watson?",1.0470588235294118,0.023105423672046255,85,81,4,0
Elementary in three letters Watson ?,1.0470588235294118,0.023105423672046255,85,81,4,0
Who needs drugs when you have a crossword puzzle,1.0470588235294118,0.023105423672046255,85,81,4,0
"Even Watson could have solved this one, Lestrade. Six across is ""elementary"" not ""skulduggery.""",1.0470588235294118,0.023105423672046255,85,81,4,0
"Squares are just two right angles, ‘ol chap.",1.0470588235294118,0.023105423672046255,85,81,4,0
That's not my name.,1.0470588235294118,0.023105423672046255,85,81,4,0
You could have at least tried to make the handwriting match mine.,1.0470588235294118,0.023105423672046255,85,81,4,0
"Watson, what is a primary or grade school for children under the age of 11?",1.0470588235294118,0.023105423672046255,85,81,4,0
"Damn it, Watson!  It's 'clew' not 'clue.'",1.0465116279069768,0.022841730741167455,86,82,4,0
A 12-letter word meaning 'having a tendency to become liquid?' You'd have to be a genius to solve this puzzle!,1.0465116279069768,0.022841730741167455,86,82,4,0
There's a clue here that is misleading.,1.0465116279069768,0.022841730741167455,86,82,4,0
"It's 'evidentiary,' my dear Watson. not 'elementary'!""",1.0465116279069768,0.022841730741167455,86,82,4,0
"Ten letter word for “basic,” fourth letter is “m,”  my dear Watson.”",1.0465116279069768,0.022841730741167455,86,82,4,0
It's broken smentaryele my dear confused sonwat,1.0465116279069768,0.022841730741167455,86,82,4,0
"The word your looking for is elementary, dear Watson.",1.0465116279069768,0.022841730741167455,86,82,4,0
"Let’s see, straightforward and uncomplicated, 10 letters, starting with an E…",1.0465116279069768,0.022841730741167455,86,82,4,0
"Don’t get too down, Watson,  we’ll one up this fiend.",1.0465116279069768,0.022841730741167455,86,82,4,0
"I can’t get 6 across- grades 1-6.
It’s elementary Watson",1.0465116279069768,0.022841730741167455,86,82,4,0
"I see, this is an American crossword puzzle. The answer isn't ""Primary school""",1.0465116279069768,0.028201816864689845,86,83,2,1
"My dear watson, what’s a 10 letter synonym for simple?",1.0465116279069768,0.022841730741167455,86,82,4,0
"This is bloody rot!  They spelled my name wrong.  It's Holmes, dammit.  With an ""L""",1.0461538461538462,0.026227272494203556,65,62,3,0
"Yes I am quite sure Watson...  
""Elementary"" is definitely spelled with a-r-y at the end.",1.0461538461538462,0.026227272494203556,65,62,3,0
"A ten-letter word beginning with 'E?' ""
""That's ELEMENTARY',
Watson!""",1.0459770114942528,0.022583984320111668,87,83,4,0
"Cross words between us may be clues, Watson, but of what, eh?",1.0459770114942528,0.022583984320111668,87,83,4,0
If only the clues spelled out the solution!,1.0459770114942528,0.022583984320111668,87,83,4,0
Hiding the clue in the Monday edition was quite elementary,1.0459770114942528,0.022583984320111668,87,83,4,0
Watson this looks like a code map that says that you are a damn fool for hanging around with me with all of your damn asinine   comments.,1.0459770114942528,0.022583984320111668,87,83,4,0
You’re breathing less oxygen than we are here in Iowa.,1.0459770114942528,0.022583984320111668,87,83,4,0
"School for tots"" isn't Kindergarten. It's elementary, Watson",1.0459770114942528,0.022583984320111668,87,83,4,0
"Quick, Watson! I need a 10-letter word for K-6 school.",1.0459770114942528,0.022583984320111668,87,83,4,0
It's a Saturday by Moriarty: not elementary at all...,1.0459770114942528,0.02788089944985608,87,84,2,1
"A ten letter word for simple or uncompounded, my dear Watson.",1.0459770114942528,0.022583984320111668,87,83,4,0
Cross words from Sherlock could only mean one thing; Watson had got another clue wrong again,1.0459770114942528,0.022583984320111668,87,83,4,0
Elementary… 7 across,1.0459770114942528,0.022583984320111668,87,83,4,0
"Quick, Watson what is a ten letter word for lower school?",1.0454545454545454,0.022331985656387186,88,84,4,0
"Basic and fundamental? Ten letters? It's elementary, my dear Watson."" 

Bob Drogin, West Tisbury, MA
Tel: 202-320-7245
bdrogin@gmail.co",1.0454545454545454,0.022331985656387186,88,84,4,0
"Actually, Watson, all I need a cross word for a crossword puzzle.",1.0454545454545454,0.022331985656387186,88,84,4,0
B 16 Vertical...Gotcha !,1.0454545454545454,0.022331985656387186,88,84,4,0
"Elementary"" is a TEN letter word, my dear Watson",1.0454545454545454,0.02756720158468742,88,85,2,1
"Watson, 7-Across.
E-L-E- _ -  _ -N-T- _ -R-Y?""

Bob Besse, Alexandria, V",1.0454545454545454,0.022331985656387186,88,84,4,0
"I tell you Watson, this new game is so elementary it will never catch on.",1.0454545454545454,0.02756720158468742,88,85,2,1
"My dear Watson, I'm afraid I haven't a clue about the meaning of ""Hercule Poirot's favorite drink"", do you?",1.0454545454545454,0.025836298184491124,66,63,3,0
"Watson, no time to dally. 13 across: a 10-letter word for the most basic part of something. Starts with the letter ""E.""",1.0454545454545454,0.022331985656387186,88,84,4,0
"I have most of it, Watson. All I need from you is a seven-percent solution.",1.0454545454545454,0.022331985656387186,88,84,4,0
"The clue is “The greatest detective.” Now, don’t tell me, Watson! I like to figure these things out on my own.",1.0454545454545454,0.025836298184491124,66,63,3,0
"Confound it, can you think of a ten letter word for primary school, my dear Watson?",1.0454545454545454,0.025836298184491124,66,63,3,0
"How many times have I told you, Watson… ‘When you have eliminated all which is impossible, then whatever remains, however improbable, must be the tr…’ Oh! It’s a CRYPTIC",1.0449438202247192,0.02208554475019367,89,85,4,0
"Elementary"" is too many letters, Watson",1.0449438202247192,0.02726048242100612,89,86,2,1
"'
'




''What's two words for 'famous detective' Watson?""





















































'What's two words for Famous Detective, Watson?'",1.0449438202247192,0.02726048242100612,89,86,2,1
"Don't fit, Sherlock.",1.0449438202247192,0.02208554475019367,89,85,4,0
"An encryption,Watson, six spaces, beginning with ‘m’, less a smudgeon of black square! Ending in ‘Why?’ I’m beginning to sense one of our more arty adversaries in this typo chondrio’”",1.0449438202247192,0.02208554475019367,89,85,4,0
"N
No, ‘e-l-e-m-e-n-t-a-r-y’ does not fit.",1.0449438202247192,0.02208554475019367,89,85,4,0
"Too long, you say? Well, then try 'elemental,' my dear Watson!",1.0449438202247192,0.02726048242100612,89,86,2,1
"He is holding a mirror, so he has no clue.",1.0449438202247192,0.02726048242100612,89,86,2,1
"Confounding! Ten letters,E_E. . .,""an exclamation of one's deductive brilliance""?",1.0449438202247192,0.02208554475019367,89,85,4,0
I cannot view the clue Watson!,1.0449438202247192,0.02208554475019367,89,85,4,0
"Tricky... ten letters, ends in y.  ""Simple atomic units?""",1.044776119402985,0.025456801952908746,67,64,3,0
Watson! Once again you have failed to find the central theme!,1.044776119402985,0.025456801952908746,67,64,3,0
Now we're getting somewhere. Crime nearly solved.,1.044776119402985,0.025456801952908746,67,64,3,0
"Ten letters for a type of school? Why, I've no idea, Watson.",1.044776119402985,0.025456801952908746,67,64,3,0
"I  haven't a clue as this is one
tough puzzle to solve!!",1.044776119402985,0.025456801952908746,67,64,3,0
Ten-letter word starting with E and ending with Y that apparently I say to you all the time.,1.0444444444444445,0.021844479878251593,90,86,4,0
Singularly plural! PS sez here Older Yorker is our goddess...Chast be her pro fete. Boula.. And an ear gere Wastein,1.0444444444444445,0.021844479878251593,90,86,4,0
"Is it  E-L-E-M-E-N-T-A-R-Y or E-L-E-M-E-N-T-E-R-Y, my dear Watson?",1.0444444444444445,0.031249913302695664,90,88,0,2
"Ten letter word for grades K through 5...hmmm. Watson,the game is afoot!",1.0444444444444445,0.021844479878251593,90,86,4,0
"Thirteen down is Elementary.

Jean Godden, Seattle, Wa.",1.0444444444444445,0.021844479878251593,90,86,4,0
"A ten-letter word that starts with an 'e,' defined as something 'in its most basic form,' my dear Watson!",1.0444444444444445,0.021844479878251593,90,86,4,0
"Hmm, six-letter word for chief manservant of the house.",1.0441176470588236,0.025088285985372303,68,65,3,0
"It’s elementary, Watson—go down to the “Y”, then across the yard to dig.",1.0441176470588236,0.025088285985372303,68,65,3,0
"What's a ten letter word for 'underlying,' my Dear Watson?",1.0441176470588236,0.025088285985372303,68,65,3,0
Burlock doesn’t fit…!,1.0441176470588236,0.025088285985372303,68,65,3,0
"11. Across. It's simple, it's fundamental, it's, uh ...",1.043956043956044,0.021608617148355498,91,87,4,0
It's clue-less!,1.043956043956044,0.021608617148355498,91,87,4,0
Elementaly? My dear Watson I deduce you were not First-Class Honors at Eton after all.,1.043956043956044,0.021608617148355498,91,87,4,0
"It appears to be some kind of puzzle, Watson. The words cross, but I haven’t a clue what to do with it.",1.043956043956044,0.021608617148355498,91,87,4,0
"Even with a magnifying glass I cant read it, where are my glasses?",1.043956043956044,0.021608617148355498,91,87,4,0
A  B  C's  my dear Watson,1.043956043956044,0.021608617148355498,91,87,4,0
There is no space for DEMOCRACY in this one,1.043956043956044,0.021608617148355498,91,87,4,0
Animal that does not bark... three letters.,1.0434782608695652,0.024730280825848775,69,66,3,0
"What's a 10 letter word for 'rudimentary' , Watson?",1.0434782608695652,0.021377790082367055,92,88,4,0
"Having difficulty with this crossword clue – Another name for an American Grade school? I would consider that elementary, my dear Watson.",1.0434782608695652,0.021377790082367055,92,88,4,0
"The damn print is so small, I don't have a clue!",1.0434782608695652,0.026379944125132646,92,89,2,1
"I've been calling his number but he Says he's unlisted and not at home, plus he didn't  mean to kill him.",1.0434782608695652,0.024730280825848775,69,66,3,0
"'Elementary,' my dear Watson. No, wait. Only five letters.""",1.0434782608695652,0.026379944125132646,92,89,2,1
It is a quarter CUP of Cardomon!,1.0434782608695652,0.032215590158041256,69,67,1,1
"it's a lemon tree, my dear Watson!",1.0434782608695652,0.021377790082367055,92,88,4,0
"Watson, that's NOT the way you spell elementary!",1.0434782608695652,0.021377790082367055,92,88,4,0
"Quick Watson, the cheaters!",1.0434782608695652,0.024730280825848775,69,66,3,0
"A 10-letter word for ‘basic,’ my dear Watson…",1.0434782608695652,0.021377790082367055,92,88,4,0
Ms Scarlet and Duke,1.0434782608695652,0.021377790082367055,92,88,4,0
"No mystery here, 3-down is elementary.",1.043010752688172,0.021151839225551416,93,89,4,0
"Mark my words Watson, The Final Problem is going to kill me.",1.043010752688172,0.026098934716194122,93,90,2,1
"A ten-letter word, beginning with ""e"",  relating to the basic elements of a subject. What am I, a mind reader?",1.043010752688172,0.021151839225551416,93,89,4,0
"Oh great, just my luck. I’m lactose intolerant.",1.043010752688172,0.021151839225551416,93,89,4,0
You look puzzled by dear Watson,1.043010752688172,0.021151839225551416,93,89,4,0
"Let's see... 10 letters... ""School before junior high.""",1.0425531914893618,0.02582384767815268,94,91,2,1
"A ten-letter word for “simply obvious”?
Hardly elementary, Watson.",1.0425531914893618,0.020930611780338892,94,90,4,0
K through 5 school? It’s elementary.,1.0425531914893618,0.02582384767815268,94,91,2,1
"Watson…
We’re missing a clue. 
Is it in your underwear?",1.0422535211267605,0.02404405512481236,71,68,3,0
"Dr. Watson, you don’t have a clue!",1.0421052631578946,0.020713961262749197,95,91,4,0
Look at all these clues I found! Let's see if Holmes can still criticize me after this one.,1.0421052631578946,0.020713961262749197,95,91,4,0
"Watson, the victim's frustrated and confused expression leads me to believe that this crossword murdered him",1.0421052631578946,0.020713961262749197,95,91,4,0
One's ability to seduce a potential (usually female) love interest... RIZZ?!!? You sure?,1.0421052631578946,0.020713961262749197,95,91,4,0
What's a ten letter word for most basic level?,1.0416666666666667,0.02371502036523093,72,69,3,0
The street where Sherlock and Yeast live side by side?,1.0416666666666667,0.020501747179860065,96,92,4,0
"I say, Watson, that the culprit must have been a programmer, if this photo of him as a footballer from his school yearbook might attest .",1.0416666666666667,0.02371502036523093,72,69,3,0
"Elementary only has 10 letters, Watson.",1.0416666666666667,0.02371502036523093,72,69,3,0
How am I supposed to solve the puzzle with this manny clues?,1.0416666666666667,0.02371502036523093,72,69,3,0
It was the c__ssw__d!,1.0416666666666667,0.02371502036523093,72,69,3,0
I’m stuck on: Catch phrase of literary detective “It’s _____ my dear Watson.”,1.0416666666666667,0.030881037833152276,72,70,1,1
"But elementary has only nine letters, my dear Watson.",1.041237113402062,0.020293834726834492,97,93,4,0
"IT’s elementary, my dear Watson - not elementary.!",1.041237113402062,0.020293834726834492,97,93,4,0
I would have figured it out if weren’t for those meddling kids!,1.041237113402062,0.020293834726834492,97,93,4,0
"Across, five letters, two, two and one.",1.041237113402062,0.020293834726834492,97,93,4,0
"Let me see, Watson.  'School after kindergarten', ten letters...",1.0410958904109588,0.02339486476246485,73,70,3,0
"Have you no clue why I'm cross with you, Watson?",1.0410958904109588,0.02339486476246485,73,70,3,0
"Watson, it's elementary. Basic is the word.",1.0410958904109588,0.02339486476246485,73,70,3,0
"Watson, I need a 6-letter word for a sleuth in a deerstalker hat!",1.0410958904109588,0.02339486476246485,73,70,3,0
"Five-letter word. Clue is ""Something a MF doesn't get, with poor results."" First letter is P. Last letter is Y. I must say, my dear Watson, this confounds me!",1.0410958904109588,0.02339486476246485,73,70,3,0
"Ah, Dr. Watson, my dear friend, what is a seven-character term for artificial intelligence?",1.0410958904109588,0.02339486476246485,73,70,3,0
"Oh, Watson stuck again? Let me try - it's a slow day at 221b Baker St.",1.0410958904109588,0.02339486476246485,73,70,3,0
Sorry. The clue is missing.,1.0410958904109588,0.02339486476246485,73,70,3,0
"Watson, what's a ten letter word meaning simple, primary, or rudimentary?",1.0410958904109588,0.02339486476246485,73,70,3,0
Aha! A clue. Who is the worst detective?,1.0410958904109588,0.02339486476246485,73,70,3,0
A ten-letter word for school . . . Elementary my dear Watson . . . Elementary.,1.0408163265306123,0.020090094502135326,98,94,4,0
"Six across is 'Elementary', my dear Watson.",1.0405405405405406,0.023083233882679494,74,71,3,0
"As a rule, NYT crossword clues are anything but elementary, my dear Watson”.",1.0405405405405406,0.023083233882679494,74,71,3,0
"I am more than certain that the answer to 20 across is ""indubitably!""",1.0405405405405406,0.023083233882679494,74,71,3,0
It is not statistically significant at the 0.05 level.,1.0405405405405406,0.023083233882679494,74,71,3,0
"Sorry, but 'elementary' doesn't fit into 9-squares,
my dear Watson.",1.0405405405405406,0.023083233882679494,74,71,3,0
"Elementary,my dear Watson is spelled with an E",1.0405405405405406,0.023083233882679494,74,71,3,0
"This crossword is also a word scramble, Watson, and I don’t think you’ll like what it has to say about you.",1.04,0.022779791898059957,75,72,3,0
Where is my discount? I answered correct and I demand my 15% on the cross-puzzle.,1.04,0.022779791898059957,75,72,3,0
7 down; ‘ straightforward and uncomplicated’.,1.04,0.022779791898059957,75,72,3,0
It's always elementary my dear Watson because more than half of Americans between the ages of 16 and 74 (54%) read below the equivalent of a sixth-grade level.,1.04,0.029652643714840648,75,73,1,1
There's clues and prints all over this!,1.04,0.022779791898059957,75,72,3,0
"Vocabulary, my dear Watson. Vocabulary.",1.04,0.022779791898059957,75,72,3,0
"First grades in school?  My dear Watson, it's Elementary!",1.04,0.022779791898059957,75,72,3,0
"I'm stuck! Leave the costume party ideas to me, next time",1.04,0.022779791898059957,75,72,3,0
"It's 'simple,' my dear Watson.",1.0394736842105263,0.02248422038241457,76,73,3,0
"I see, 10 letters across ... why it's elementary, my dear Watson.",1.0394736842105263,0.02248422038241457,76,73,3,0
What is 5 across for victim?,1.0394736842105263,0.02248422038241457,76,73,3,0
Goddammit Watson! What have you done to all the clues?,1.0394736842105263,0.02248422038241457,76,73,3,0
">>17 Across: a piece of evidence or information used in the detection of a crime or solving a mystery; 4 letters. Any clue, Watson?<<
Edith Birdsall, Houston, TX",1.0394736842105263,0.02248422038241457,76,73,3,0
"I need a ten-letter word that means “Basic”, my dear Watson.",1.0394736842105263,0.02248422038241457,76,73,3,0
"What. Son of a gun, I missed 'elementary'!",1.0394736842105263,0.02248422038241457,76,73,3,0
A five-syllable word meaning a school for small children?  Aha!  It’s elementary my dear Watson.,1.0394736842105263,0.02248422038241457,76,73,3,0
"Watson .someone put Shylock instead of Sherlock""",1.0394736842105263,0.02248422038241457,76,73,3,0
"Elementary, my dear Watson. Not alimentary!”",1.0394736842105263,0.02248422038241457,76,73,3,0
Five letters. Late 19th Century Author of “A Scandal In Bohemia.”,1.0394736842105263,0.02248422038241457,76,73,3,0
"(TRENCH COAT) Dag-Nabit! They arrested Bruster again...he was my meal ticket?

(MUSTACHE) I Ordered over an hour ago?",1.0389610389610389,0.022196217199083525,77,74,3,0
"10 letters, starts with ""e"" and ends with ""y.""  Can you help me with this, my dear Watson?",1.0389610389610389,0.022196217199083525,77,74,3,0
"From what I can see - you’re right, this is more of a Monday puzzle.",1.0389610389610389,0.022196217199083525,77,74,3,0
"A ten letter word for 
first school? 
Elementary my dear Watson!",1.0389610389610389,0.022196217199083525,77,74,3,0
"Well Watson, if you eliminate all the downs, what is left, is moot.",1.0389610389610389,0.028886598235291185,77,75,1,1
“Watson. What’s a 10-letter word for ‘Primary School’?”,1.0389610389610389,0.022196217199083525,77,74,3,0
32 across is E-L-E-M-A-N-T-A-R-Y my dear Watson,1.0389610389610389,0.022196217199083525,77,74,3,0
"The _____ of Westminster Abbey.  By Jove, I should know this.",1.0384615384615385,0.02191549547300725,78,75,3,0
"Ten letters for ""Primary School""? Really Watson? REALLY?",1.0384615384615385,0.02191549547300725,78,75,3,0
These aren't clues! This is for ne'er-do-well lollygaggers.,1.0384615384615385,0.02191549547300725,78,75,3,0
"Ten letter word for straightforward, starts with e, ends in y.",1.0384615384615385,0.02191549547300725,78,75,3,0
There are more layers to this puzzle.,1.0384615384615385,0.02191549547300725,78,75,3,0
"Blimey,Watson,our clues have been obliterated!",1.0384615384615385,0.02191549547300725,78,75,3,0
What’s a ten letter word for a germ-filled cesspool of future criminal minds?,1.0384615384615385,0.02191549547300725,78,75,3,0
No. ‘ELEMENTARY’ is too long.,1.0384615384615385,0.02191549547300725,78,75,3,0
